class	class label	def	op	goleft	goright	rhea	rhea label	is_match	info	info label
http://purl.obolibrary.org/obo/GO_0080089	sinapoyl spermidine:sinapoyl CoA N-acyltransferase activity	Catalysis of the transfer of a sinapoyl group to a nitrogen atom on a sinapoyl spermidine molecule resulting in the formation of a disinapoyl spermidine derivative.								
http://purl.obolibrary.org/obo/GO_0061990	beta-ketodecanoyl-[acyl-carrier-protein] synthase activity	Catalysis of the reaction: octanoyl-CoA + a malonyl-[acyl-carrier protein] = a 3-oxodecanoyl-[acyl-carrier protein] + CoA + CO2								
http://purl.obolibrary.org/obo/GO_0102555	octanoyl transferase activity (acting on glycine-cleavage complex H protein)	Catalysis of the reaction: [glycine cleavage system lipoyl-carrier protein]-L-lysine + OCTANOYL-ACP = H+ + a [glycine-cleavage complex H protein] N6-octanoyl-L-lysine + a holo-[acyl-carrier protein]								
http://purl.obolibrary.org/obo/GO_0016419	S-malonyltransferase activity	Catalysis of the transfer of a malonyl group to a sulfur atom on the acceptor molecule.								
http://purl.obolibrary.org/obo/GO_0016751	S-succinyltransferase activity	Catalysis of the transfer of a succinyl group to a sulfur atom on the acceptor molecule.								
http://purl.obolibrary.org/obo/GO_0030523	dihydrolipoamide S-acyltransferase activity	Catalysis of the reaction: acyl-CoA + dihydrolipoamide = CoA + S-acyldihydrolipoamide.								
http://purl.obolibrary.org/obo/GO_0018030	peptidyl-lysine N6-myristoyltransferase activity	Catalysis of the transfer of a myristoyl group to the N6 nitrogen atom on a lysine residue of a peptide or protein molecule.								
http://purl.obolibrary.org/obo/GO_0042171	lysophosphatidic acid acyltransferase activity	Catalysis of the transfer of acyl groups from an acyl-CoA to lysophosphatidic acid to form phosphatidic acid.								
http://purl.obolibrary.org/obo/GO_0071618	lysophosphatidylethanolamine acyltransferase activity	Catalysis of the transfer of acyl groups from an acyl-CoA to lysophosphatidylethanolamine.								
http://purl.obolibrary.org/obo/GO_0004108	citrate (Si)-synthase activity	Catalysis of the reaction: acetyl-CoA + H2O + oxaloacetate = citrate + CoA, where the acetyl group is added to the si-face of oxaloacetate; acetyl-CoA thus provides the two carbon atoms of the pro-S carboxymethyl group.								
http://purl.obolibrary.org/obo/GO_0050450	citrate (Re)-synthase activity	Catalysis of the reaction: acetyl-CoA + H2O + oxaloacetate = citrate + CoA, where the acetyl group is added to the re-face of oxaloacetate; acetyl-CoA provides the two carbon atoms of the pro-R carboxymethyl group.								
http://purl.obolibrary.org/obo/GO_0001888	glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity	Catalysis of the reaction: UDP-N-acetyl-D-glucosamine + beta-D-glucuronosyl-(1->3)-beta-D-galactosyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-xylosyl-proteoglycan = UDP + alpha-N-acetyl-D-glucosaminyl-(1->4)-beta-D-glucuronosyl-(1->3)-beta-D-galactosyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-xylosyl-proteoglycan.								
http://purl.obolibrary.org/obo/GO_0004100	chitin synthase activity	Catalysis of the reaction: UDP-N-acetyl-D-glucosamine + [->4)-N-acetyl-beta-D-glucosaminyl-(1-](n) = UDP + [->4)-N-acetyl-beta-D-glucosaminyl-(1-](n+1).								
http://purl.obolibrary.org/obo/GO_0004166	dolichyl-phosphate alpha-N-acetylglucosaminyltransferase activity	Catalysis of the reaction: UDP-N-acetyl-D-glucosamine + dolichyl phosphate = UDP + dolichyl N-acetyl-alpha-D-glucosaminyl phosphate.	=	http://purl.obolibrary.org/obo/CHEBI_16264/UDP-N-acetyl-alpha-D-glucosamine-1|http://purl.obolibrary.org/obo/CHEBI_57683/dolichyl phosphate(2-)-1	http://purl.obolibrary.org/obo/CHEBI_17659/UDP-1|http://purl.obolibrary.org/obo/CHEBI_58050/dolichyl N-acetyl-alpha-D-glucosaminyl phosphate(1-)-1	http://rdf.rhea-db.org/14693	dolichyl phosphate + UDP-N-acetyl-alpha-D-glucosamine = dolichyl N-acetyl-alpha-D-glucosaminyl phosphate + UDP	nomatch	http://purl.obolibrary.org/obo/CHEBI_57705|http://purl.obolibrary.org/obo/CHEBI_58223	UDP-N-acetyl-alpha-D-glucosamine(2-)|UDP(3-)
http://purl.obolibrary.org/obo/GO_0004577	N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase activity	Catalysis of the reaction: UDP-N-acetyl-D-glucosamine + N-acetyl-D-glucosaminyl-diphosphodolichol = UDP + N,N''-diacetylchitobiosyldiphosphodolichol.								
http://purl.obolibrary.org/obo/GO_0008109	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase activity	Catalysis of the reaction: UDP-N-acetyl-D-glucosamine + beta-D-galactosyl-1,4-N-acetyl-D-glucosaminyl-R = UDP + N-acetyl-beta-D-glucosaminyl-1,6-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminyl-R.	=	http://purl.obolibrary.org/obo/CHEBI_16264/UDP-N-acetyl-alpha-D-glucosamine-1|http://x.org/noparse#beta-D-galactosyl-1,4-N-acetyl-D-glucosaminyl-R/beta-D-galactosyl-1,4-N-acetyl-D-glucosaminyl-R-1	http://purl.obolibrary.org/obo/CHEBI_17659/UDP-1|http://x.org/noparse#N-acetyl-beta-D-glucosaminyl-1,6-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminyl-R/N-acetyl-beta-D-glucosaminyl-1,6-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminyl-R-1	http://rdf.rhea-db.org/17413	a beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl derivative + UDP-N-acetyl-alpha-D-glucosamine = an N-acetyl-beta-D-glucosaminyl-(1->6)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl derivative + H(+) + UDP	nomatch	http://purl.obolibrary.org/obo/CHEBI_133507|http://purl.obolibrary.org/obo/CHEBI_138025|http://purl.obolibrary.org/obo/CHEBI_15378|http://purl.obolibrary.org/obo/CHEBI_57705|http://purl.obolibrary.org/obo/CHEBI_58223	beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminide|N-acetyl-beta-D-glucosaminyl-(1->6)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminide|hydron|UDP-N-acetyl-alpha-D-glucosamine(2-)|UDP(3-)
http://purl.obolibrary.org/obo/GO_0008457	beta-galactosyl-N-acetylglucosaminylgalactosylglucosyl-ceramide beta-1,3-acetylglucosaminyltransferase activity	Catalysis of the reaction: UDP-N-acetyl-D-glucosamine + beta-D-galactosyl-1,4-N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosylceramide = UDP + N-acetyl-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosylceramide.	=	http://purl.obolibrary.org/obo/CHEBI_16264/UDP-N-acetyl-alpha-D-glucosamine-1|http://x.org/noparse#beta-D-galactosyl-1,4-N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosylceramide/beta-D-galactosyl-1,4-N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosylceramide-1	http://purl.obolibrary.org/obo/CHEBI_17659/UDP-1|http://x.org/noparse#N-acetyl-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosylceramide/N-acetyl-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosylceramide-1	http://rdf.rhea-db.org/23004	beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-N-acylsphing-4-enine + UDP-N-acetyl-alpha-D-glucosamine = beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-N-acylsphing-4-enine + H(+) + UDP	nomatch	http://purl.obolibrary.org/obo/CHEBI_15378|http://purl.obolibrary.org/obo/CHEBI_16297|http://purl.obolibrary.org/obo/CHEBI_17006|http://purl.obolibrary.org/obo/CHEBI_57705|http://purl.obolibrary.org/obo/CHEBI_58223	hydron|N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosylceramide|beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosylceramide|UDP-N-acetyl-alpha-D-glucosamine(2-)|UDP(3-)
http://purl.obolibrary.org/obo/GO_0008532	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity	Catalysis of the reaction: UDP-N-acetyl-D-glucosamine + beta-D-galactosyl-1,4-N-acetyl-D-glucosaminyl-R = UDP + N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminyl-R.	=	http://purl.obolibrary.org/obo/CHEBI_16264/UDP-N-acetyl-alpha-D-glucosamine-1|http://x.org/noparse#beta-D-galactosyl-1,4-N-acetyl-D-glucosaminyl-R/beta-D-galactosyl-1,4-N-acetyl-D-glucosaminyl-R-1	http://purl.obolibrary.org/obo/CHEBI_17659/UDP-1|http://x.org/noparse#N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminyl-R/N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminyl-R-1	http://rdf.rhea-db.org/14389	a beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl derivative + UDP-N-acetyl-alpha-D-glucosamine = an N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl derivative + H(+) + UDP	nomatch	http://purl.obolibrary.org/obo/CHEBI_133507|http://purl.obolibrary.org/obo/CHEBI_134090|http://purl.obolibrary.org/obo/CHEBI_15378|http://purl.obolibrary.org/obo/CHEBI_57705|http://purl.obolibrary.org/obo/CHEBI_58223	beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminide|N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminide|hydron|UDP-N-acetyl-alpha-D-glucosamine(2-)|UDP(3-)
http://purl.obolibrary.org/obo/GO_0008917	lipopolysaccharide N-acetylglucosaminyltransferase activity	Catalysis of the reaction: UDP-N-acetyl-D-glucosamine + lipopolysaccharide = UDP + N-acetyl-D-glucosaminyl-lipopolysaccharide.								
http://purl.obolibrary.org/obo/GO_0017176	phosphatidylinositol N-acetylglucosaminyltransferase activity	Catalysis of the reaction: UDP-N-acetyl-D-glucosamine + phosphatidylinositol = UDP + N-acetyl-D-glucosaminylphosphatidylinositol.	=	http://purl.obolibrary.org/obo/CHEBI_16264/UDP-N-acetyl-alpha-D-glucosamine-1|http://purl.obolibrary.org/obo/CHEBI_28874/phosphatidylinositol-1	http://purl.obolibrary.org/obo/CHEBI_17659/UDP-1|http://purl.obolibrary.org/obo/CHEBI_15935/N-acetyl-D-glucosaminylphosphatidylinositol-1	http://rdf.rhea-db.org/14789	a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol) + UDP-N-acetyl-alpha-D-glucosamine = a 6-(N-acetyl-alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol + H(+) + UDP	nomatch	http://purl.obolibrary.org/obo/CHEBI_15378|http://purl.obolibrary.org/obo/CHEBI_57265|http://purl.obolibrary.org/obo/CHEBI_57705|http://purl.obolibrary.org/obo/CHEBI_57880|http://purl.obolibrary.org/obo/CHEBI_58223	hydron|6-(N-acetyl-alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol(1-)|UDP-N-acetyl-alpha-D-glucosamine(2-)|1-phosphatidyl-1D-myo-inositol(1-)|UDP(3-)
http://purl.obolibrary.org/obo/GO_0033827	high-mannose-oligosaccharide beta-1,4-N-acetylglucosaminyltransferase activity	Catalysis of the transfer of an N-acetyl-D-glucosamine residue from UDP-N-acetyl-D-glucosamine to the 4-position of a mannose linked alpha-1,6 to the core mannose of high-mannose oligosaccharides produced by Dictyostelium discoideum.								
http://purl.obolibrary.org/obo/GO_0033829	O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase activity	Catalysis of the transfer of a beta-D-GlcNAc residue from UDP-D-GlcNAc to the fucose residue of a fucosylated protein acceptor.								
http://purl.obolibrary.org/obo/GO_0042328	heparan sulfate N-acetylglucosaminyltransferase activity	Catalysis of the reaction: UDP-N-acetyl-D-glucosamine + heparan sulfate = UDP + (N-acetyl-D-glucosaminyl)-heparan sulfate.								
http://purl.obolibrary.org/obo/GO_0046981	beta-1,4-mannosylglycolipid beta-1,3-N-acetylglucosaminyltransferase activity	Catalysis of the transfer of N-acetylglucosamine (GlcNAc) in a beta-1,3 linkage to the mannose(beta-1,4)Glc disaccharide core of glycolipids.								
http://purl.obolibrary.org/obo/GO_0047222	mannotetraose 2-alpha-N-acetylglucosaminyltransferase activity	Catalysis of the reaction: 1,3-alpha-D-mannosyl-1,2-alpha-D-mannosyl-1,2-alpha-D-mannosyl-D-mannose + UDP-N-acetyl-D-glucosamine = 1,3-alpha-D-mannosyl-1,2-(N-acetyl-alpha-D-glucosaminyl-alpha-D-mannosyl)-1,2-alpha-D-mannosyl-D-mannose + UDP.	=	http://x.org/noparse#1,3-alpha-D-mannosyl-1,2-alpha-D-mannosyl-1,2-alpha-D-mannosyl-D-mannose/1,3-alpha-D-mannosyl-1,2-alpha-D-mannosyl-1,2-alpha-D-mannosyl-D-mannose-1|http://purl.obolibrary.org/obo/CHEBI_16264/UDP-N-acetyl-alpha-D-glucosamine-1	http://x.org/noparse#1,3-alpha-D-mannosyl-1,2-(N-acetyl-alpha-D-glucosaminyl-alpha-D-mannosyl)-1,2-alpha-D-mannosyl-D-mannose/1,3-alpha-D-mannosyl-1,2-(N-acetyl-alpha-D-glucosaminyl-alpha-D-mannosyl)-1,2-alpha-D-mannosyl-D-mannose-1|http://purl.obolibrary.org/obo/CHEBI_17659/UDP-1	http://rdf.rhea-db.org/13705	alpha-D-Man-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-D-Man + UDP-N-acetyl-alpha-D-glucosamine = alpha-D-Man-(1->3)-[alpha-D-GlcNAc-(1->2)]-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-D-Man + H(+) + UDP	nomatch	http://purl.obolibrary.org/obo/CHEBI_15378|http://purl.obolibrary.org/obo/CHEBI_17631|http://purl.obolibrary.org/obo/CHEBI_29111|http://purl.obolibrary.org/obo/CHEBI_57705|http://purl.obolibrary.org/obo/CHEBI_58223	hydron|alpha-D-Manp-(1->3)-alpha-D-Manp-(1->2)-alpha-D-Manp-(1->2)-D-Manp|alpha-D-GlcpNAc-(1->2)-[alpha-D-Manp-(1->3)]-alpha-D-Manp-(1->2)-alpha-D-Manp-(1->2)-D-Manp|UDP-N-acetyl-alpha-D-glucosamine(2-)|UDP(3-)
http://purl.obolibrary.org/obo/GO_0047232	galactosyl-N-acetylglucosaminylgalactosylglucosyl-ceramide beta-1,6-N-acetylglucosaminyltransferase activity	Catalysis of the reaction: D-galactosyl-1,4-N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosylceramide + UDP-N-acetyl-D-glucosamine = N-acetyl-D-glucosaminyl-1,6-beta-D-galactosyl-1,4-N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosyceramide + UDP.	=	http://x.org/noparse#D-galactosyl-1,4-N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosylceramide/D-galactosyl-1,4-N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosylceramide-1|http://purl.obolibrary.org/obo/CHEBI_16264/UDP-N-acetyl-alpha-D-glucosamine-1	http://x.org/noparse#N-acetyl-D-glucosaminyl-1,6-beta-D-galactosyl-1,4-N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosyceramide/N-acetyl-D-glucosaminyl-1,6-beta-D-galactosyl-1,4-N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosyceramide-1|http://purl.obolibrary.org/obo/CHEBI_17659/UDP-1	http://rdf.rhea-db.org/18028	beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-N-acylsphing-4-enine + UDP-N-acetyl-alpha-D-glucosamine <=> beta-D-GlcNA-(1->6)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1)-ceramide + H(+) + UDP	nomatch		
http://purl.obolibrary.org/obo/GO_0047256	lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase activity	Catalysis of the reaction: cytolipin-H + UDP-N-acetyl-D-glucosamine = N-acetyl-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosylceramide + UDP.	=	http://x.org/noparse#cytolipin-H/cytolipin-H-1|http://purl.obolibrary.org/obo/CHEBI_16264/UDP-N-acetyl-alpha-D-glucosamine-1	http://x.org/noparse#N-acetyl-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosylceramide/N-acetyl-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosylceramide-1|http://purl.obolibrary.org/obo/CHEBI_17659/UDP-1	http://rdf.rhea-db.org/13905	beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide(d18:1(4E)) + UDP-N-acetyl-alpha-D-glucosamine = beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1)-N-acylsphing-4-enine + H(+) + UDP	nomatch	http://purl.obolibrary.org/obo/CHEBI_15378|http://purl.obolibrary.org/obo/CHEBI_17103|http://purl.obolibrary.org/obo/CHEBI_17950|http://purl.obolibrary.org/obo/CHEBI_57705|http://purl.obolibrary.org/obo/CHEBI_58223	hydron|N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosylceramide|beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-N-acylsphingosine|UDP-N-acetyl-alpha-D-glucosamine(2-)|UDP(3-)
http://purl.obolibrary.org/obo/GO_0047261	steroid N-acetylglucosaminyltransferase activity	Catalysis of the reaction: estradiol-17alpha 3-D-glucuronoside + UDP-N-acetyl-alpha-D-glucosamine = 17alpha-(N-acetyl-D-glucosaminyl)-estradiol 3-D-glucuronoside + H(+) + UDP.	=	http://x.org/noparse#estradiol-17alpha 3-D-glucuronoside/estradiol-17alpha 3-D-glucuronoside-1|http://purl.obolibrary.org/obo/CHEBI_57705/UDP-N-acetyl-alpha-D-glucosamine(2-)-1	http://x.org/noparse#17alpha-(N-acetyl-D-glucosaminyl)-estradiol 3-D-glucuronoside/17alpha-(N-acetyl-D-glucosaminyl)-estradiol 3-D-glucuronoside-1|http://purl.obolibrary.org/obo/CHEBI_15378/hydron-1|http://purl.obolibrary.org/obo/CHEBI_17659/UDP-1	http://rdf.rhea-db.org/14153	17alpha-estradiol 3-O-(beta-D-glucuronate) + UDP-N-acetyl-alpha-D-glucosamine = 17alpha-(N-acetyl-alpha-D-glucosaminyl)estradiol 3-glucosiduronate + H(+) + UDP	nomatch	http://purl.obolibrary.org/obo/CHEBI_15378|http://purl.obolibrary.org/obo/CHEBI_57529|http://purl.obolibrary.org/obo/CHEBI_57705|http://purl.obolibrary.org/obo/CHEBI_58223|http://purl.obolibrary.org/obo/CHEBI_73194	hydron|17alpha-estradiol 3-glucosiduronate|UDP-N-acetyl-alpha-D-glucosamine(2-)|UDP(3-)|17alpha-(N-acetyl-alpha-D-glucosaminyl)estradiol 3-glucosiduronate
http://purl.obolibrary.org/obo/GO_0047269	poly(ribitol-phosphate) N-acetylglucosaminyltransferase activity	Catalysis of the reaction: poly(ribitol phosphate) + UDP-N-acetyl-D-glucosamine = N-acetyl-D-glucosaminyl-poly(ribitol phosphate) + UDP.								
http://purl.obolibrary.org/obo/GO_0050508	glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity	Catalysis of the reaction: beta-D-glucuronosyl-(1,4)-N-acetyl-alpha-D-glucosaminyl-proteoglycan + UDP-N-acetyl-D-glucosamine = N-acetyl-alpha-D-glucosaminyl-(1,4)-beta-D-glucuronosyl-(1,4)-N-acetyl-alpha-D-glucosaminyl-proteoglycan + UDP.								
http://purl.obolibrary.org/obo/GO_0050511	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity	Catalysis of the reaction: Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-diphosphoundecaprenol + UDP-N-acetyl-D-glucosamine = GlcNAc-(1,4)-Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-diphosphoundecaprenol + UDP.								
http://purl.obolibrary.org/obo/GO_0051991	UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase activity	Catalysis of the reaction: N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol + UDP-N-acetyl-D-glucosamine = N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenyl-N-acetylglucosamine + UDP.								
http://purl.obolibrary.org/obo/GO_0003947	(N-acetylneuraminyl)-galactosylglucosylceramide N-acetylgalactosaminyltransferase activity	Catalysis of the reaction: UDP-N-acetyl-D-galactosamine + (N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide = UDP + N-acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide.	=	http://purl.obolibrary.org/obo/CHEBI_57847/UDP-N-acetyl-D-galactosamine(2-)-1|http://x.org/noparse#(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide/(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide-1	http://purl.obolibrary.org/obo/CHEBI_17659/UDP-1|http://x.org/noparse#N-acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide/N-acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide-1	http://rdf.rhea-db.org/12588	ganglioside GM3 (d18:1(4E)) + UDP-N-acetyl-alpha-D-galactosamine = ganglioside GM2 (d18:1(4E)) + H(+) + UDP	nomatch	http://purl.obolibrary.org/obo/CHEBI_15378|http://purl.obolibrary.org/obo/CHEBI_58223|http://purl.obolibrary.org/obo/CHEBI_60065|http://purl.obolibrary.org/obo/CHEBI_67138|http://purl.obolibrary.org/obo/CHEBI_71502	hydron|UDP(3-)|alpha-N-acetylneuraminosyl-(2->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-N-acylsphingosine(1-)|UDP-N-acetyl-alpha-D-galactosamine(2-)|beta-D-GalNAc-(1->4)-[alpha-Neu5Ac-(2->3)]-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Cer(1-)
http://purl.obolibrary.org/obo/GO_0033207	beta-1,4-N-acetylgalactosaminyltransferase activity	Catalysis of the transfer of an N-acetylgalactosaminyl residue from UDP-N-acetyl-galactosamine to an acceptor molecule, forming a beta-1,4 linkage.								
http://purl.obolibrary.org/obo/GO_0035248	alpha-1,4-N-acetylgalactosaminyltransferase activity	Catalysis of the transfer of an N-acetylgalactosaminyl residue from UDP-N-acetyl-galactosamine to an acceptor molecule, forming an alpha-1,4 linkage.								
http://purl.obolibrary.org/obo/GO_0047233	N-acetylneuraminylgalactosylglucosylceramide beta-1,4-N-acetylgalactosaminyltransferase activity	Catalysis of the reaction: N-acetylneuraminyl-2,3-alpha-D-galactosyl-1,4-beta-D-glucosylceramide + UDP-N-acetylgalactosamine = N-acetyl-beta-D-galactosaminyl-1,4-(N-acetyl-alpha-neuraminyl-2,3)-beta-D-galactosyl-1,4-beta-D-glucosylceramide + UDP.	=	http://x.org/noparse#N-acetylneuraminyl-2,3-alpha-D-galactosyl-1,4-beta-D-glucosylceramide/N-acetylneuraminyl-2,3-alpha-D-galactosyl-1,4-beta-D-glucosylceramide-1|http://x.org/noparse#UDP-N-acetylgalactosamine/UDP-N-acetylgalactosamine-1	http://x.org/noparse#N-acetyl-beta-D-galactosaminyl-1,4-(N-acetyl-alpha-neuraminyl-2,3)-beta-D-galactosyl-1,4-beta-D-glucosylceramide/N-acetyl-beta-D-galactosaminyl-1,4-(N-acetyl-alpha-neuraminyl-2,3)-beta-D-galactosyl-1,4-beta-D-glucosylceramide-1|http://purl.obolibrary.org/obo/CHEBI_17659/UDP-1	http://rdf.rhea-db.org/13569	ganglioside GM3 (d18:1(4E)) + UDP-N-acetyl-alpha-D-galactosamine = beta-D-GalNAc-(1->4)-alpha-Neu5Ac-(2->3)-alpha-D-Gal-(1->4)-beta-D-Glc-(1<->1)-Cer + H(+) + UDP	nomatch	http://purl.obolibrary.org/obo/CHEBI_15378|http://purl.obolibrary.org/obo/CHEBI_57646|http://purl.obolibrary.org/obo/CHEBI_58223|http://purl.obolibrary.org/obo/CHEBI_60065|http://purl.obolibrary.org/obo/CHEBI_67138	hydron|N-acetyl-beta-D-galactosaminyl-(1->4)-alpha-N-acetylneuraminosyl-(2->3)-beta-D-galactosyl-(1->4)-beta-D-glucosylceramide anion|UDP(3-)|alpha-N-acetylneuraminosyl-(2->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-N-acylsphingosine(1-)|UDP-N-acetyl-alpha-D-galactosamine(2-)
http://purl.obolibrary.org/obo/GO_0047237	glucuronylgalactosylproteoglycan 4-beta-N-acetylgalactosaminyltransferase activity	Catalysis of the reaction: D-glucuronyl-1,3-beta-D-galactosylproteoglycan + UDP-N-acetylgalactosamine = N-acetyl-D-galactosaminyl-1,4-beta-D-glucuronyl-1,3-beta-D-galactosylproteoglycan + UDP.								
http://purl.obolibrary.org/obo/GO_0047238	glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase activity	Catalysis of the reaction: D-glucuronyl-N-acetyl-1,3-beta-D-galactosaminylproteoglycan + UDP-N-acetylgalactosamine = N-acetyl-D-galactosaminyl-1,4-beta-D-glucuronyl-N-acetyl-1,3-beta-D-galactosaminylproteoglycan + UDP.								
http://purl.obolibrary.org/obo/GO_0047273	galactosylgalactosylglucosylceramide beta-D-acetylgalactosaminyltransferase activity	Catalysis of the reaction: UDP-N-acetyl-D-galactosamine + alpha-D-galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosylceramide = UDP + beta-N-acetyl-D-galactosaminyl-(1->3)-alpha-D-galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosylceramide.								
