class	class label	rhea	metacyc	ec	umbbd_enzyme	umbbd_reaction	kegg	img	is_leaf
GO:0008874	gluconate 5-dehydrogenase activity		MetaCyc:GLUCONATE-5-DEHYDROGENASE-RXN	EC:1.1.1.69					true
GO:0033717	gluconate 2-dehydrogenase (acceptor) activity	RHEA:12769	MetaCyc:GLUCONATE-2-DEHYDROGENASE-RXN	EC:1.1.99.3					true
GO:0052660	R-lactaldehyde reductase activity	RHEA:23872	MetaCyc:RXN-8641				KEGG:R03080		true
GO:0052661	S-lactaldehyde reductase activity	RHEA:15933	MetaCyc:LACTALDREDUCT-RXN				KEGG:R02258		true
GO:0046568	3-methylbutanol:NAD(P) oxidoreductase activity		MetaCyc:1.1.1.265-RXN	EC:1.1.1.265					true
GO:0052587	diacetyl reductase ((R)-acetoin forming) activity	RHEA:22900	MetaCyc:RXN-11036	EC:1.1.1.303			KEGG:R02855		true
GO:0052588	diacetyl reductase ((S)-acetoin forming) activity	RHEA:27286	MetaCyc:RXN-11032	EC:1.1.1.304			KEGG:R09078		true
GO:0019141	2-dehydropantolactone reductase (B-specific) activity		MetaCyc:DEHYDROPANTLACRED-RXN	EC:1.1.1.214					true
GO:0047011	2-dehydropantolactone reductase (A-specific) activity		MetaCyc:1.1.1.168-RXN	EC:1.1.1.168					true
GO:0052931	ethanol cytochrome-c oxidoreductase activity			EC:1.1.2.7			KEGG:R09127		true
GO:0052932	2-chloroethanol cytochrome-c oxidoreductase activity			EC:1.1.2.7			KEGG:R09128		true
GO:0052935	ethanol:cytochrome c oxidoreductase activity			EC:1.1.2.8			KEGG:R05198		true
GO:0052936	2-chloroethanol:cytochrome c oxidoreductase activity			EC:1.1.2.8			KEGG:R05285		true
GO:0008891	glycolate oxidase activity		MetaCyc:RXN-969						true
GO:0034419	L-2-hydroxyglutarate oxidase activity								true
GO:0052852	very-long-chain-(S)-2-hydroxy-acid oxidase activity			EC:1.1.3.15					true
GO:0052853	long-chain-(S)-2-hydroxy-long-chain-acid oxidase activity			EC:1.1.3.15					true
GO:0052854	medium-chain-(S)-2-hydroxy-acid oxidase activity			EC:1.1.3.15					true
GO:0046562	glucose oxidase activity	RHEA:11428	MetaCyc:GLUCOSE-OXIDASE-RXN	EC:1.1.3.4			KEGG:R01522		true
GO:0052590	sn-glycerol-3-phosphate:ubiquinone oxidoreductase activity		MetaCyc:RXN0-5258	EC:1.1.5.3					false
GO:0017099	very-long-chain-acyl-CoA dehydrogenase activity			EC:1.3.99					true
GO:0035647	3-oxo-delta(4,5)-steroid 5-beta-reductase activity								true
GO:0047751	cholestenone 5-alpha-reductase activity	RHEA:24552	MetaCyc:CHOLESTENONE-5-ALPHA-REDUCTASE-RXN	EC:1.3.1.22			KEGG:R02610		true
GO:0047787	delta4-3-oxosteroid 5beta-reductase activity		MetaCyc:CHOLESTENONE-5-BETA-REDUCTASE-RXN|MetaCyc:CORTISONE-BETA-REDUCTASE-RXN	EC:1.3.1.3					true
GO:0052581	(-)-isopiperitenone reductase activity	RHEA:25651	MetaCyc:RXN-5161	EC:1.3.1.82			KEGG:R06417		true
GO:0016401	palmitoyl-CoA oxidase activity			EC:1.3.3					true
GO:0016402	pristanoyl-CoA oxidase activity			EC:1.3.3					true
GO:0044535	very-long-chain fatty acyl-CoA oxidase activity			EC:1.3.3					true
GO:1990663	dihydroorotate dehydrogenase (fumarate) activity			EC:1.3.98.1					true
GO:0004355	glutamate synthase (NADPH) activity	RHEA:15501	MetaCyc:GLUGLNSYN-PWY|MetaCyc:GLUTAMATESYN-RXN|MetaCyc:GLUTSYN-PWY	EC:1.4.1.13			KEGG:R00114		true
GO:0016040	glutamate synthase (NADH) activity	RHEA:13753	MetaCyc:GLUTAMATE-SYNTHASE-NADH-RXN	EC:1.4.1.14			KEGG:R00093		true
GO:0004352	glutamate dehydrogenase (NAD+) activity	RHEA:15133	MetaCyc:GLUTAMATE-DEHYDROGENASE-RXN	EC:1.4.1.2					true
GO:0004354	glutamate dehydrogenase (NADP+) activity	RHEA:11612	MetaCyc:GLUTDEHYD-RXN|MetaCyc:GLUTSYNIII-PWY	EC:1.4.1.4					true
GO:0008734	L-aspartate oxidase activity	RHEA:25876	MetaCyc:L-ASPARTATE-OXID-RXN|MetaCyc:RXN-9772	EC:1.4.3.16					true
GO:0033736	L-lysine 6-oxidase activity	RHEA:22548	MetaCyc:1.4.3.20-RXN	EC:1.4.3.20			KEGG:R07598		true
GO:0050025	L-glutamate oxidase activity	RHEA:20728	MetaCyc:L-GLUTAMATE-OXIDASE-RXN	EC:1.4.3.11					true
GO:0050029	L-lysine oxidase activity	RHEA:14437	MetaCyc:L-LYSINE-OXIDASE-RXN|MetaCyc:PWY-5311	EC:1.4.3.14			KEGG:R00447		true
GO:0008445	D-aspartate oxidase activity	RHEA:12512	MetaCyc:D-ASPARTATE-OXIDASE-RXN	EC:1.4.3.1					true
GO:0043912	D-lysine oxidase activity			EC:1.4.3				IMG:02957	true
GO:0047819	D-glutamate(D-aspartate) oxidase activity		MetaCyc:D-GLUTAMATED-ASPARTATE-OXIDASE-RXN	EC:1.4.3.15					true
GO:0047821	D-glutamate oxidase activity	RHEA:10028	MetaCyc:D-GLUTAMATE-OXIDASE-RXN	EC:1.4.3.7			KEGG:R00279		true
GO:0004754	saccharopine dehydrogenase (NAD+, L-lysine-forming) activity	RHEA:12440	MetaCyc:1.5.1.7-RXN	EC:1.5.1.7			KEGG:R00715		true
GO:0004755	saccharopine dehydrogenase (NADP+, L-glutamate-forming) activity	RHEA:10020	MetaCyc:RXN3O-127	EC:1.5.1.10			KEGG:R02315		true
GO:0047130	saccharopine dehydrogenase (NADP+, L-lysine-forming) activity	RHEA:19373	MetaCyc:1.5.1.8-RXN	EC:1.5.1.8			KEGG:R00716		true
GO:0047131	saccharopine dehydrogenase (NAD+, L-glutamate-forming) activity	RHEA:24520	MetaCyc:1.5.1.9-RXN	EC:1.5.1.9			KEGG:R02313		true
GO:0018530	(R)-6-hydroxynicotine oxidase activity	RHEA:10012	MetaCyc:R-6-HYDROXYNICOTINE-OXIDASE-RXN	EC:1.5.3.6		UM-BBD_reactionID:r0477	KEGG:R07170		true
GO:0018531	(S)-6-hydroxynicotine oxidase activity	RHEA:11880	MetaCyc:S-6-HYDROXYNICOTINE-OXIDASE-RXN	EC:1.5.3.5		UM-BBD_reactionID:r0478	KEGG:R03202		true
GO:0008137	NADH dehydrogenase (ubiquinone) activity	RHEA:23152	MetaCyc:NADH-DEHYDROG-A-RXN|MetaCyc:RXN0-5330	EC:1.6.5.3					true
GO:0031679	NADH dehydrogenase (plastoquinone) activity								true
GO:0003957	NAD(P)+ transhydrogenase (B-specific) activity		MetaCyc:PYRNUTRANSHYDROGEN-RXN	EC:1.6.1.1					true
GO:0008750	NAD(P)+ transhydrogenase (AB-specific) activity		MetaCyc:1.6.1.2-RXN	EC:1.6.1.2					true
GO:0090523	cytochrome-b5 reductase activity, acting on NADPH								true
GO:0090524	cytochrome-b5 reductase activity, acting on NADH								true
GO:0050141	nitroethane oxidase activity		MetaCyc:NITROETHANE-OXIDASE-RXN	EC:1.7.3.1					true
GO:0097573	glutathione oxidoreductase activity								true
GO:0015038	glutathione disulfide oxidoreductase activity								false
GO:0016971	flavin-linked sulfhydryl oxidase activity								true
GO:0036456	L-methionine-(S)-S-oxide reductase activity	RHEA:19995							true
GO:0036263	L-DOPA monooxygenase activity								true
GO:0036264	dopamine monooxygenase activity								true
GO:0010437	9,10 (9', 10')-carotenoid-cleaving dioxygenase activity								true
GO:0045549	9-cis-epoxycarotenoid dioxygenase activity			EC:1.13.11.51					true
GO:0018576	catechol 1,2-dioxygenase activity	RHEA:23852	MetaCyc:CATECHOL-12-DIOXYGENASE-RXN	EC:1.13.11.1	UM-BBD_enzymeID:e0064				true
GO:0018577	catechol 2,3-dioxygenase activity	RHEA:17337	MetaCyc:CATECHOL-23-DIOXYGENASE-RXN	EC:1.13.11.2	UM-BBD_enzymeID:e0156				true
GO:0018557	1,2-dihydroxyfluorene 1,1-alpha-dioxygenase activity			EC:1.13.11		UM-BBD_reactionID:r0422			true
GO:0018562	3,4-dihydroxyfluorene 4,4-alpha-dioxygenase activity			EC:1.13.11		UM-BBD_reactionID:r0415			true
GO:0052634	C-19 gibberellin 2-beta-dioxygenase activity			EC:1.14.11					true
GO:0052635	C-20 gibberellin 2-beta-dioxygenase activity			EC:1.14.11					true
GO:0004768	stearoyl-CoA 9-desaturase activity		MetaCyc:1.14.19.1-RXN	EC:1.14.19.1					true
GO:0016213	linoleoyl-CoA desaturase activity	RHEA:22196	MetaCyc:1.14.19.3-RXN	EC:1.14.19.3					true
GO:0017105	acyl-CoA delta11-desaturase activity			EC:1.14.19.5					true
GO:0032896	palmitoyl-CoA 9-desaturase activity								true
GO:0062076	acyl-CoA delta5-desaturase activity			EC:1.14.19.44					true
GO:0051064	TTP reductase activity			EC:1.17.4					true
GO:0051065	CTP reductase activity			EC:1.17.4					true
GO:0004748	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor	RHEA:23252	MetaCyc:RIBONUCLEOSIDE-DIP-REDUCTI-RXN	EC:1.17.4.1					false
GO:0036175	ribonucleoside-diphosphate reductase activity, glutaredoxin disulfide as acceptor								true
GO:0034604	pyruvate dehydrogenase (NAD+) activity		MetaCyc:PYRUVDEH-RXN	EC:1.2.1			KEGG:R00209		true
GO:0050243	pyruvate dehydrogenase (NADP+) activity	RHEA:17425	MetaCyc:PYRUVATE-DEHYDROGENASE-NADP%2b-RXN	EC:1.2.1.51			KEGG:R00210		true
GO:0008802	betaine-aldehyde dehydrogenase activity	RHEA:15305	MetaCyc:BADH-RXN	EC:1.2.1.8					true
GO:0008957	phenylacetaldehyde dehydrogenase activity	RHEA:21392	MetaCyc:PHENDEHYD-RXN	EC:1.2.1.39		UM-BBD_reactionID:r0035			true
GO:0018467	formaldehyde dehydrogenase activity	RHEA:16425	MetaCyc:FORMALDEHYDE-DEHYDROGENASE-RXN	EC:1.2.1.46		UM-BBD_reactionID:r0240	KEGG:R00604		true
GO:0018474	2-carboxybenzaldehyde dehydrogenase activity			EC:1.2.1		UM-BBD_reactionID:r0490			true
GO:0018479	benzaldehyde dehydrogenase (NAD+) activity	RHEA:11840	MetaCyc:BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN	EC:1.2.1.28		UM-BBD_reactionID:r0269			true
GO:0018484	4-hydroxybenzaldehyde dehydrogenase activity	RHEA:20305	MetaCyc:HYDROXYBENZALDEHYDE-OXIDATION-NAD-RXN	EC:1.2.1.64		UM-BBD_reactionID:r0273			true
GO:0018485	salicylaldehyde dehydrogenase activity	RHEA:18537	MetaCyc:1.2.1.65-RXN	EC:1.2.1.65	UM-BBD_enzymeID:e0256				true
GO:0019108	aryl-aldehyde dehydrogenase (NAD) activity		MetaCyc:ARYL-ALDEHYDE-DEHYDROGENASE-RXN	EC:1.2.1.29		UM-BBD_reactionID:r0394			true
GO:0019145	aminobutyraldehyde dehydrogenase activity	RHEA:19105	MetaCyc:AMINOBUTDEHYDROG-RXN	EC:1.2.1.19					true
GO:0008911	lactaldehyde dehydrogenase activity	RHEA:14277	MetaCyc:LACTALDDEHYDROG-RXN	EC:1.2.1.22					true
GO:0033723	fluoroacetaldehyde dehydrogenase activity	RHEA:16677		EC:1.2.1.69					true
GO:0034520	2-naphthaldehyde dehydrogenase activity			EC:1.2.1		UM-BBD_reactionID:r0772			true
GO:0034530	4-hydroxymethylsalicyaldehyde dehydrogenase activity			EC:1.2.1		UM-BBD_reactionID:r0767			true
GO:0047106	4-hydroxyphenylacetaldehyde dehydrogenase activity	RHEA:17273	MetaCyc:1.2.1.53-RXN	EC:1.2.1.53					true
GO:0047107	gamma-guanidinobutyraldehyde dehydrogenase activity	RHEA:14381	MetaCyc:1.2.1.54-RXN	EC:1.2.1.54			KEGG:R03177		true
GO:0047551	2-oxoaldehyde dehydrogenase (NAD) activity	RHEA:22276	MetaCyc:2-OXOALDEHYDE-DEHYDROGENASE-NAD+-RXN	EC:1.2.1.23					true
GO:0050061	long-chain-aldehyde dehydrogenase activity		MetaCyc:LONG-CHAIN-ALDEHYDE-DEHYDROGENASE-RXN	EC:1.2.1.48		UM-BBD_reactionID:r1404			true
GO:0050569	glycolaldehyde dehydrogenase activity	RHEA:20001	MetaCyc:GLYCOLALD-DEHYDROG-RXN	EC:1.2.1.21			KEGG:R01333		true
GO:0052814	medium-chain-aldehyde dehydrogenase activity			EC:1.2.1					true
GO:0019115	benzaldehyde dehydrogenase activity			EC:1.2.1					true
GO:0050269	coniferyl-aldehyde dehydrogenase activity		MetaCyc:RXN-1241	EC:1.2.1.68					true
GO:0018477	benzaldehyde dehydrogenase (NADP+) activity	RHEA:21660	MetaCyc:BENZALDEHYDE-DEHYDROGENASE-NADP+-RXN	EC:1.2.1.7	UM-BBD_enzymeID:e0079				true
GO:0047552	2-oxoaldehyde dehydrogenase (NADP+) activity	RHEA:18129	MetaCyc:2-OXOALDEHYDE-DEHYDROGENASE-NADP+-RXN	EC:1.2.1.49					true
GO:0047683	aryl-aldehyde dehydrogenase (NADP+) activity		MetaCyc:ARYL-ALDEHYDE-DEHYDROGENASE-NADP+-RXN	EC:1.2.1.30					true
GO:0004365	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity	RHEA:10300	MetaCyc:GAPOXNPHOSPHN-RXN	EC:1.2.1.12					true
GO:0047100	glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating) activity	RHEA:10296	MetaCyc:1.2.1.13-RXN	EC:1.2.1.13					true
GO:0018488	aryl-aldehyde oxidase activity		MetaCyc:ARYL-ALDEHYDE-OXIDASE-RXN	EC:1.2.3.9		UM-BBD_reactionID:r0145			false
GO:0002935	tRNA (adenine-C2-)-methyltransferase activity								true
GO:0003838	sterol 24-C-methyltransferase activity	RHEA:21128	MetaCyc:RXN3O-178	EC:2.1.1.41					true
GO:0004851	uroporphyrin-III C-methyltransferase activity		MetaCyc:UROPORIIIMETHYLTRANSA-RXN	EC:2.1.1.107					true
GO:0009383	rRNA (cytosine-C5-)-methyltransferase activity								true
GO:0030580	quinone cofactor methyltransferase activity								false
GO:0050003	deoxycytidylate C-methyltransferase activity	RHEA:11568	MetaCyc:DEOXYCYTIDYLATE-C-METHYLTRANSFERASE-RXN	EC:2.1.1.54			KEGG:R01670		true
GO:0052624	2-phytyl-1,4-naphthoquinone methyltransferase activity		MetaCyc:RXN-6723|MetaCyc:RXN-7569				KEGG:R06859		true
GO:0070040	rRNA (adenine-C2-)-methyltransferase activity		MetaCyc:RXN-11586	EC:2.1.1.192					true
GO:0070041	rRNA (uridine-C5-)-methyltransferase activity								true
GO:0000179	rRNA (adenine-N6,N6-)-dimethyltransferase activity								true
GO:0000234	phosphoethanolamine N-methyltransferase activity	RHEA:20365	MetaCyc:2.1.1.103-RXN	EC:2.1.1.103			KEGG:R02037		true
GO:0000773	phosphatidyl-N-methylethanolamine N-methyltransferase activity		MetaCyc:2.1.1.71-RXN	EC:2.1.1.71					true
GO:0004603	phenylethanolamine N-methyltransferase activity		MetaCyc:2.1.1.28-RXN	EC:2.1.1.28					true
GO:0004608	phosphatidylethanolamine N-methyltransferase activity	RHEA:11164	MetaCyc:2.1.1.17-RXN	EC:2.1.1.17			KEGG:R02056		true
GO:0004809	tRNA (guanine-N2-)-methyltransferase activity								true
GO:0008112	nicotinamide N-methyltransferase activity	RHEA:23884	MetaCyc:NICOTINAMIDE-N-METHYLTRANSFERASE-RXN	EC:2.1.1.1			KEGG:R01269		true
GO:0008938	nicotinate N-methyltransferase activity	RHEA:20241	MetaCyc:NICOTINATE-N-METHYLTRANSFERASE-RXN	EC:2.1.1.7			KEGG:R01721		true
GO:0008988	rRNA (adenine-N6-)-methyltransferase activity								false
GO:0008989	rRNA (guanine-N1-)-methyltransferase activity		MetaCyc:RRNA-GUANINE-N1--METHYLTRANSFERASE-RXN	EC:2.1.1.51					false
GO:0008990	rRNA (guanine-N2-)-methyltransferase activity		MetaCyc:RRNA-GUANINE-N2--METHYLTRANSFERASE-RXN	EC:2.1.1.52					false
GO:0016273	arginine N-methyltransferase activity			EC:2.1.1.125					false
GO:0016278	lysine N-methyltransferase activity								false
GO:0016430	tRNA (adenine-N6-)-methyltransferase activity		MetaCyc:TRNA-ADENINE-N6--METHYLTRANSFERASE-RXN	EC:2.1.1.55					true
GO:0017174	glycine N-methyltransferase activity	RHEA:19937	MetaCyc:2.1.1.162-RXN|MetaCyc:GLYCINE-N-METHYLTRANSFERASE-RXN	EC:2.1.1.156|EC:2.1.1.162|EC:2.1.1.20			KEGG:R00367		true
GO:0018064	protein-histidine N-methyltransferase activity		MetaCyc:2.1.1.85-RXN	EC:2.1.1.85					true
GO:0046539	histamine N-methyltransferase activity	RHEA:19301	MetaCyc:HISTAMINE-N-METHYLTRANSFERASE-RXN	EC:2.1.1.8			KEGG:R02155		true
GO:0047147	trimethylsulfonium-tetrahydrofolate N-methyltransferase activity	RHEA:13693	MetaCyc:2.1.1.19-RXN	EC:2.1.1.19			KEGG:R02573		true
GO:0047148	methylamine-glutamate N-methyltransferase activity	RHEA:15837	MetaCyc:2.1.1.21-RXN	EC:2.1.1.21			KEGG:R01586		true
GO:0052667	phosphomethylethanolamine N-methyltransferase activity	RHEA:25322	MetaCyc:RXN-5642				KEGG:R06868		true
GO:0052729	dimethylglycine N-methyltransferase activity	RHEA:10072	MetaCyc:R482-RXN|MetaCyc:RXN-9680	EC:2.1.1.157|EC:2.1.1.161|EC:2.1.1.162			KEGG:R07244		true
GO:0052730	sarcosine N-methyltransferase activity	RHEA:15453	MetaCyc:R481-RXN|MetaCyc:RXN-7042|MetaCyc:RXN-9679	EC:2.1.1.156|EC:2.1.1.157|EC:2.1.1.162			KEGG:R07243		true
GO:0070042	rRNA (uridine-N3-)-methyltransferase activity								true
GO:0070043	rRNA (guanine-N7-)-methyltransferase activity								true
GO:0071424	rRNA (cytosine-N4-)-methyltransferase activity								true
GO:0080101	phosphatidyl-N-dimethylethanolamine N-methyltransferase activity		MetaCyc:RXN4FS-2	EC:2.1.1.71			KEGG:R01320		true
GO:0008650	rRNA (uridine-2'-O-)-methyltransferase activity								true
GO:0010340	carboxyl-O-methyltransferase activity								false
GO:0016206	catechol O-methyltransferase activity		MetaCyc:CATECHOL-O-METHYLTRANSFERASE-RXN	EC:2.1.1.6					true
GO:0017096	acetylserotonin O-methyltransferase activity	RHEA:15573	MetaCyc:ACETYLSEROTONIN-O-METHYLTRANSFERASE-RXN	EC:2.1.1.4					true
GO:0019010	farnesoic acid O-methyltransferase activity								true
GO:0030743	rRNA (adenosine-2'-O-)-methyltransferase activity		MetaCyc:2.1.1.66-RXN	EC:2.1.1.66					true
GO:0033799	myricetin 3'-O-methyltransferase activity	RHEA:24280	MetaCyc:RXN-8451	EC:2.1.1.149			KEGG:R06815		true
GO:0033800	isoflavone 7-O-methyltransferase activity	RHEA:17933	MetaCyc:RXN-6241	EC:2.1.1.150					true
GO:0033801	vitexin 2''-O-rhamnoside 7-O-methyltransferase activity		MetaCyc:RXN-4981	EC:2.1.1.153					true
GO:0033802	isoliquiritigenin 2'-O-methyltransferase activity	RHEA:21608	MetaCyc:RXN-3501	EC:2.1.1.154			KEGG:R07242		true
GO:0033803	kaempferol 4'-O-methyltransferase activity	RHEA:15105	MetaCyc:2.1.1.155-RXN	EC:2.1.1.155			KEGG:R06807		true
GO:0042409	caffeoyl-CoA O-methyltransferase activity	RHEA:16925	MetaCyc:CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN	EC:2.1.1.104					true
GO:0043431	2-octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone methyltransferase activity		MetaCyc:2.1.1.64-RXN						true
GO:0046406	magnesium protoporphyrin IX methyltransferase activity	RHEA:17809	MetaCyc:RXN-MG-PROTOPORPHYRIN-METHYLESTER-SYN	EC:2.1.1.11			KEGG:R04237		true
GO:0047145	demethylsterigmatocystin 6-O-methyltransferase activity	RHEA:11504	MetaCyc:2.1.1.109-RXN	EC:2.1.1.109					true
GO:0047146	sterigmatocystin 7-O-methyltransferase activity	RHEA:15561	MetaCyc:2.1.1.110-RXN	EC:2.1.1.110					true
GO:0047763	caffeate O-methyltransferase activity	RHEA:20225	MetaCyc:RXN-1104	EC:2.1.1.68					true
GO:0050342	tocopherol O-methyltransferase activity	RHEA:24012	MetaCyc:TOCOPHEROL-O-METHYLTRANSFERASE-RXN	EC:2.1.1.95					true
GO:0050630	(iso)eugenol O-methyltransferase activity	RHEA:17081	MetaCyc:2.1.1.146-RXN	EC:2.1.1.146					true
GO:0061542	3-demethylubiquinone-n 3-O-methyltransferase activity								false
GO:0070039	rRNA (guanosine-2'-O-)-methyltransferase activity								true
GO:0070448	laricitrin 5'-O-methyltransferase activity		MetaCyc:RXN-8452	EC:2.1.1.149			KEGG:R06816		true
GO:0070677	rRNA (cytosine-2'-O-)-methyltransferase activity								true
GO:0080012	trihydroxyferuloyl spermidine O-methyltransferase activity		MetaCyc:RXN-11263						true
GO:0080076	caffeoyl CoA:S-adenosyl-L-methionine O-methyltransferase activity								true
GO:0080077	trihydroxyferuloyl spermidine:S-adenosyl-L-methionine O-methyltransferase activity								true
GO:0080078	tricaffeoyl spermidine:S-adenosyl-L-methionine O-methyltransferase activity								true
GO:0080150	S-adenosyl-L-methionine:benzoic acid carboxyl methyl transferase activity		MetaCyc:RXN-6722						true
GO:1990886	3,4-dihydroxy-5-polyprenylbenzoic acid O-methyltransferase activity								true
GO:1990887	2-polyprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinol O-methyltransferase activity								true
GO:1990888	2-polyprenyl-6-hydroxyphenol O-methyltransferase activity								false
GO:0003871	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity	RHEA:21196	MetaCyc:HOMOCYSMET-RXN	EC:2.1.1.14			KEGG:R04405		true
GO:0003908	methylated-DNA-[protein]-cysteine S-methyltransferase activity		MetaCyc:2.1.1.63-RXN	EC:2.1.1.63					true
GO:0004790	thioether S-methyltransferase activity	RHEA:19613	MetaCyc:THIOETHER-S-METHYLTRANSFERASE-RXN	EC:2.1.1.96			KEGG:R02572		true
GO:0008119	thiopurine S-methyltransferase activity		MetaCyc:THIOPURINE-S-METHYLTRANSFERASE-RXN	EC:2.1.1.67					true
GO:0008705	methionine synthase activity	RHEA:11172	MetaCyc:HOMOCYSMETB12-RXN	EC:2.1.1.13			KEGG:R00946		true
GO:0008898	S-adenosylmethionine-homocysteine S-methyltransferase activity	RHEA:21820	MetaCyc:HOMOCYSTEINE-S-METHYLTRANSFERASE-RXN						true
GO:0018708	thiol S-methyltransferase activity		MetaCyc:THIOL-S-METHYLTRANSFERASE-RXN	EC:2.1.1.9	UM-BBD_enzymeID:e0146				true
GO:0030269	tetrahydromethanopterin S-methyltransferase activity	RHEA:17588	MetaCyc:2.1.1.86-RXN	EC:2.1.1.86		UM-BBD_reactionID:r0355	KEGG:R04347		true
GO:0047149	thetin-homocysteine S-methyltransferase activity	RHEA:22788	MetaCyc:2.1.1.3-RXN	EC:2.1.1.3			KEGG:R04153		true
GO:0047150	betaine-homocysteine S-methyltransferase activity	RHEA:22336	MetaCyc:2.1.1.5-RXN	EC:2.1.1.5			KEGG:R02821		true
GO:0061627	S-methylmethionine-homocysteine S-methyltransferase activity	RHEA:26337							true
GO:0004164	diphthine synthase activity	RHEA:20145	MetaCyc:RXN-11370	EC:2.1.1.98					true
GO:0004481	methylene-fatty-acyl-phospholipid synthase activity		MetaCyc:2.1.1.16-RXN	EC:2.1.1.16					true
GO:0004671	protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity		MetaCyc:2.1.1.100-RXN	EC:2.1.1.100			KEGG:R04496		true
GO:0008689	3-demethylubiquinone-9 3-O-methyltransferase activity	RHEA:17049	MetaCyc:DHHB-METHYLTRANSFER-RXN	EC:2.1.1.64					true
GO:0008825	cyclopropane-fatty-acyl-phospholipid synthase activity		MetaCyc:2.1.1.79-RXN	EC:2.1.1.79					true
GO:0010420	polyprenyldihydroxybenzoate methyltransferase activity		MetaCyc:RXN-9281						false
GO:0018423	protein C-terminal leucine carboxyl O-methyltransferase activity								true
GO:0030697	S-adenosylmethionine-dependent tRNA (m5U54) methyltransferase activity		MetaCyc:TRNA-URACIL-5--METHYLTRANSFERASE-RXN	EC:2.1.1.35					true
GO:0030731	guanidinoacetate N-methyltransferase activity	RHEA:10656	MetaCyc:GUANIDINOACETATE-N-METHYLTRANSFERASE-RXN	EC:2.1.1.2			KEGG:R01883		true
GO:0030732	methionine S-methyltransferase activity	RHEA:13761	MetaCyc:METHIONINE-S-METHYLTRANSFERASE-RXN	EC:2.1.1.12					true
GO:0030733	fatty acid O-methyltransferase activity		MetaCyc:FATTY-ACID-O-METHYLTRANSFERASE-RXN	EC:2.1.1.15					true
GO:0030734	polysaccharide O-methyltransferase activity		MetaCyc:POLYSACCHARIDE-O-METHYLTRANSFERASE-RXN	EC:2.1.1.18					true
GO:0030735	carnosine N-methyltransferase activity	RHEA:14205	MetaCyc:CARNOSINE-N-METHYLTRANSFERASE-RXN	EC:2.1.1.22			KEGG:R02144		true
GO:0030736	phenol O-methyltransferase activity	RHEA:14809	MetaCyc:PHENOL-O-METHYLTRANSFERASE-RXN	EC:2.1.1.25			KEGG:R01239		true
GO:0030737	iodophenol O-methyltransferase activity	RHEA:14313	MetaCyc:IODOPHENOL-O-METHYLTRANSFERASE-RXN	EC:2.1.1.26			KEGG:R03746		true
GO:0030738	tyramine N-methyltransferase activity	RHEA:14865	MetaCyc:TYRAMINE-N-METHYLTRANSFERASE-RXN	EC:2.1.1.27			KEGG:R02384		true
GO:0030739	O-demethylpuromycin O-methyltransferase activity	RHEA:22280	MetaCyc:2.1.1.38-RXN	EC:2.1.1.38					true
GO:0030740	inositol 3-methyltransferase activity	RHEA:18877	MetaCyc:MYO-INOSITOL-1-O-METHYLTRANSFERASE-RXN	EC:2.1.1.39			KEGG:R01189		true
GO:0030741	inositol 1-methyltransferase activity	RHEA:17565	MetaCyc:MYO-INOSITOL-3-O-METHYLTRANSFERASE-RXN	EC:2.1.1.40			KEGG:R01188		true
GO:0030744	luteolin O-methyltransferase activity	RHEA:14589	MetaCyc:LUTEOLIN-O-METHYLTRANSFERASE-RXN	EC:2.1.1.42			KEGG:R03587		true
GO:0030745	dimethylhistidine N-methyltransferase activity	RHEA:11104	MetaCyc:2.1.1.44-RXN	EC:2.1.1.44			KEGG:R04436		true
GO:0030746	isoflavone 4'-O-methyltransferase activity		MetaCyc:ISOFLAVONE-4-O-METHYLTRANSFERASE-RXN	EC:2.1.1.46					true
GO:0030747	indolepyruvate C-methyltransferase activity	RHEA:12112	MetaCyc:INDOLEPYRUVATE-C-METHYLTRANSFERASE-RXN	EC:2.1.1.47					true
GO:0030748	amine N-methyltransferase activity		MetaCyc:AMINE-N-METHYLTRANSFERASE-RXN	EC:2.1.1.49					true
GO:0030749	loganate O-methyltransferase activity	RHEA:12508	MetaCyc:LOGANATE-O-METHYLTRANSFERASE-RXN	EC:2.1.1.50					true
GO:0030750	putrescine N-methyltransferase activity	RHEA:15037	MetaCyc:PUTRESCINE-N-METHYLTRANSFERASE-RXN	EC:2.1.1.53			KEGG:R01153		true
GO:0030751	licodione 2'-O-methyltransferase activity	RHEA:18521	MetaCyc:LICODIONE-2-O-METHYLTRANSFERASE-RXN	EC:2.1.1.65			KEGG:R03623		true
GO:0030752	5-hydroxyfuranocoumarin 5-O-methyltransferase activity		MetaCyc:2.1.1.69-RXN	EC:2.1.1.69					true
GO:0030753	8-hydroxyfuranocoumarin 8-O-methyltransferase activity			EC:2.1.1.70			KEGG:R02982		true
