class	class label	def	unmatched_term	rhea_chebi_id	rhea_chebi_id label	info	score	rhea	ec	metacyc
GO:0033771	licodione synthase activity	Catalysis of the reaction: H(+) + liquiritigenin + NADPH + O(2) = H(2)O + licodione + NADP(+).	O(2)							
GO:0033771	licodione synthase activity	Catalysis of the reaction: H(+) + liquiritigenin + NADPH + O(2) = H(2)O + licodione + NADP(+).	H(2)O							
GO:0071713	para-aminobenzoyl-glutamate hydrolase activity	Catalysis of the reaction: para-aminobenzoyl-glutamate + H2O = para-aminobenzoate + L-glutamate.	para-aminobenzoate							
GO:0071713	para-aminobenzoyl-glutamate hydrolase activity	Catalysis of the reaction: para-aminobenzoyl-glutamate + H2O = para-aminobenzoate + L-glutamate.	para-aminobenzoate							
GO:0047518	1-methyladenosine nucleosidase activity	Catalysis of the reaction: 1-methyladenosine + H(2)O = 1-methyladenine + ribofuranose.	H(2)O							
GO:0047214	cyanidin-3-rhamnosylglucoside 5-O-glucosyltransferase activity	Catalysis of the reaction: cyanidin-3-O-D-rhamnosyl-(1,6)-D-glucoside + UDP-D-glucose = cyanidin-3-O-[D-rhamnosyl-(1,6)-D-glucoside]-5-O-D-glucoside + UDP.	cyanidin-3-O-D-rhamnosyl-(1,6)-D-glucoside							
GO:0047214	cyanidin-3-rhamnosylglucoside 5-O-glucosyltransferase activity	Catalysis of the reaction: cyanidin-3-O-D-rhamnosyl-(1,6)-D-glucoside + UDP-D-glucose = cyanidin-3-O-[D-rhamnosyl-(1,6)-D-glucoside]-5-O-D-glucoside + UDP.	cyanidin-3-O-[D-rhamnosyl-(1,6)-D-glucoside]-5-O-D-glucoside							
GO:0044020	histone methyltransferase activity (H4-R3 specific)	Catalysis of the reaction: S-adenosyl-L-methionine + (histone H4)-arginine (position 3) = S-adenosyl-L-homocysteine + (histone H4)-N-methyl-arginine (position 3). This reaction is the addition of a methyl group to arginine at position 3 of histone H4.	(histone H4)-arginine (position 3)							
GO:0044020	histone methyltransferase activity (H4-R3 specific)	Catalysis of the reaction: S-adenosyl-L-methionine + (histone H4)-arginine (position 3) = S-adenosyl-L-homocysteine + (histone H4)-N-methyl-arginine (position 3). This reaction is the addition of a methyl group to arginine at position 3 of histone H4.	(histone H4)-N-methyl-arginine (position 3)							
GO:0034580	4-methyloctanoyl-CoA dehydrogenase activity	Catalysis of the reaction: 4-methyloctanoyl-CoA = 4-methyloct-2-enoyl-CoA + 2 H+ + 2 e-.	4-methyloctanoyl-CoA							
GO:0034580	4-methyloctanoyl-CoA dehydrogenase activity	Catalysis of the reaction: 4-methyloctanoyl-CoA = 4-methyloct-2-enoyl-CoA + 2 H+ + 2 e-.	4-methyloct-2-enoyl-CoA							
GO:0004831	tyrosine-tRNA ligase activity	Catalysis of the reaction: L-tyrosine + ATP + tRNA(Tyr) = L-tyrosyl-tRNA(Tyr) + AMP + diphosphate + 2 H(+).	L-tyrosyl-tRNA(Tyr)							
GO:0004831	tyrosine-tRNA ligase activity	Catalysis of the reaction: L-tyrosine + ATP + tRNA(Tyr) = L-tyrosyl-tRNA(Tyr) + AMP + diphosphate + 2 H(+).	L-tyrosyl-tRNA(Tyr)							
GO:0004831	tyrosine-tRNA ligase activity	Catalysis of the reaction: L-tyrosine + ATP + tRNA(Tyr) = L-tyrosyl-tRNA(Tyr) + AMP + diphosphate + 2 H(+).	L-tyrosyl-tRNA(Tyr)							
GO:0004831	tyrosine-tRNA ligase activity	Catalysis of the reaction: L-tyrosine + ATP + tRNA(Tyr) = L-tyrosyl-tRNA(Tyr) + AMP + diphosphate + 2 H(+).	L-tyrosyl-tRNA(Tyr)							
GO:0004831	tyrosine-tRNA ligase activity	Catalysis of the reaction: L-tyrosine + ATP + tRNA(Tyr) = L-tyrosyl-tRNA(Tyr) + AMP + diphosphate + 2 H(+).	L-tyrosyl-tRNA(Tyr)							
GO:0004831	tyrosine-tRNA ligase activity	Catalysis of the reaction: L-tyrosine + ATP + tRNA(Tyr) = L-tyrosyl-tRNA(Tyr) + AMP + diphosphate + 2 H(+).	L-tyrosyl-tRNA(Tyr)							
GO:0032542	sulfiredoxin activity	Catalysis of the reaction: peroxiredoxin-(S-hydroxy-S-oxocysteine) + ATP + 2 R-SH = peroxiredoxin-(S-hydroxycysteine) + ADP + phosphate + R-S-S-R.	peroxiredoxin-(S-hydroxy-S-oxocysteine)							
GO:0032542	sulfiredoxin activity	Catalysis of the reaction: peroxiredoxin-(S-hydroxy-S-oxocysteine) + ATP + 2 R-SH = peroxiredoxin-(S-hydroxycysteine) + ADP + phosphate + R-S-S-R.	R-SH							
GO:0032542	sulfiredoxin activity	Catalysis of the reaction: peroxiredoxin-(S-hydroxy-S-oxocysteine) + ATP + 2 R-SH = peroxiredoxin-(S-hydroxycysteine) + ADP + phosphate + R-S-S-R.	peroxiredoxin-(S-hydroxycysteine)							
GO:0032542	sulfiredoxin activity	Catalysis of the reaction: peroxiredoxin-(S-hydroxy-S-oxocysteine) + ATP + 2 R-SH = peroxiredoxin-(S-hydroxycysteine) + ADP + phosphate + R-S-S-R.	R-S-S-R							
GO:0047101	2-oxoisovalerate dehydrogenase (acylating) activity	Catalysis of the reaction: NAD+ + CoA + 2-keto-isovalerate = NADH + CO2 + isobutyryl-CoA.	2-keto-isovalerate							
GO:0047101	2-oxoisovalerate dehydrogenase (acylating) activity	Catalysis of the reaction: NAD+ + CoA + 2-keto-isovalerate = NADH + CO2 + isobutyryl-CoA.	2-keto-isovalerate							
GO:0004108	citrate (Si)-synthase activity	Catalysis of the reaction: acetyl-CoA + H2O + oxaloacetate = citrate + CoA, where the acetyl group is added to the si-face of oxaloacetate; acetyl-CoA thus provides the two carbon atoms of the pro-S carboxymethyl group.	CoA, where the acetyl group is added to the si-face of oxaloacetate							
GO:0004108	citrate (Si)-synthase activity	Catalysis of the reaction: acetyl-CoA + H2O + oxaloacetate = citrate + CoA, where the acetyl group is added to the si-face of oxaloacetate; acetyl-CoA thus provides the two carbon atoms of the pro-S carboxymethyl group.	CoA, where the acetyl group is added to the si-face of oxaloacetate; acetyl-CoA thus provides the two carbon atoms of the pro-S carboxymethyl group							
GO:0004108	citrate (Si)-synthase activity	Catalysis of the reaction: acetyl-CoA + H2O + oxaloacetate = citrate + CoA, where the acetyl group is added to the si-face of oxaloacetate; acetyl-CoA thus provides the two carbon atoms of the pro-S carboxymethyl group.	CoA, where the acetyl group is added to the si-face of oxaloacetate							
GO:0004108	citrate (Si)-synthase activity	Catalysis of the reaction: acetyl-CoA + H2O + oxaloacetate = citrate + CoA, where the acetyl group is added to the si-face of oxaloacetate; acetyl-CoA thus provides the two carbon atoms of the pro-S carboxymethyl group.	CoA, where the acetyl group is added to the si-face of oxaloacetate; acetyl-CoA thus provides the two carbon atoms of the pro-S carboxymethyl group							
GO:0004108	citrate (Si)-synthase activity	Catalysis of the reaction: acetyl-CoA + H2O + oxaloacetate = citrate + CoA, where the acetyl group is added to the si-face of oxaloacetate; acetyl-CoA thus provides the two carbon atoms of the pro-S carboxymethyl group.	CoA, where the acetyl group is added to the si-face of oxaloacetate							
GO:0004108	citrate (Si)-synthase activity	Catalysis of the reaction: acetyl-CoA + H2O + oxaloacetate = citrate + CoA, where the acetyl group is added to the si-face of oxaloacetate; acetyl-CoA thus provides the two carbon atoms of the pro-S carboxymethyl group.	CoA, where the acetyl group is added to the si-face of oxaloacetate; acetyl-CoA thus provides the two carbon atoms of the pro-S carboxymethyl group							
GO:0008988	rRNA (adenine-N6-)-methyltransferase activity	Catalysis of the reaction: S-adenosyl-L-methionine + rRNA = S-adenosyl-L-homocysteine + rRNA containing N6-methyladenine.	rRNA containing N6-methyladenine							
GO:0008809	carnitine racemase activity	Catalysis of the reaction: D-carnitine = L-carnitine.	D-carnitine							
GO:0008809	carnitine racemase activity	Catalysis of the reaction: D-carnitine = L-carnitine.	L-carnitine							
GO:0008793	aromatic-amino-acid:2-oxoglutarate aminotransferase activity	Catalysis of the reaction: an aromatic amino acid + 2-oxoglutarate = an aromatic oxo acid + L-glutamate.	aromatic oxo acid							
GO:0008793	aromatic-amino-acid:2-oxoglutarate aminotransferase activity	Catalysis of the reaction: an aromatic amino acid + 2-oxoglutarate = an aromatic oxo acid + L-glutamate.	aromatic oxo acid							
GO:0047033	15-hydroxyprostaglandin-I dehydrogenase (NADP+) activity	Catalysis of the reaction: NADP(+) + prostaglandin I(2) = 15-dehydro-prostaglandin I(2) + H(+) + NADPH.	prostaglandin I(2)							
GO:0047033	15-hydroxyprostaglandin-I dehydrogenase (NADP+) activity	Catalysis of the reaction: NADP(+) + prostaglandin I(2) = 15-dehydro-prostaglandin I(2) + H(+) + NADPH.	15-dehydro-prostaglandin I(2)							
GO:0047267	undecaprenyl-phosphate mannosyltransferase activity	Catalysis of the reaction: GDP-mannose + undecaprenyl phosphate = GDP + D-mannosyl-1-phosphoundecaprenol.	D-mannosyl-1-phosphoundecaprenol							
GO:0050480	imidazolonepropionase activity	Catalysis of the reaction: (S)-3-(4-oxo-4,5-dihydro-1H-imidazol-5-yl)propanoic acid + H(2)O = N-formimidoyl-L-glutamate + H(+).	H(2)O							
GO:0047269	poly(ribitol-phosphate) N-acetylglucosaminyltransferase activity	Catalysis of the reaction: poly(ribitol phosphate) + UDP-N-acetyl-D-glucosamine = N-acetyl-D-glucosaminyl-poly(ribitol phosphate) + UDP.	N-acetyl-D-glucosaminyl-poly(ribitol phosphate)							
GO:0070204	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase activity	Catalysis of the reaction: 2-oxoglutarate + H(+) + isochorismate = 5-enolpyruvoyl-6-hydroxy-2-succinyl-cyclohex-3-ene-1-carboxylate + CO(2).	CO(2)							
GO:0106076	peptide-lysine-N-succinyltransferase activity	Catalysis of the reaction: succinyl-CoA + lysine in peptide = CoA + N-succinyl-lysine-peptide.	lysine in peptide							
GO:0106076	peptide-lysine-N-succinyltransferase activity	Catalysis of the reaction: succinyl-CoA + lysine in peptide = CoA + N-succinyl-lysine-peptide.	N-succinyl-lysine-peptide							
GO:0106076	peptide-lysine-N-succinyltransferase activity	Catalysis of the reaction: succinyl-CoA + lysine in peptide = CoA + N-succinyl-lysine-peptide.	lysine in peptide							
GO:0106076	peptide-lysine-N-succinyltransferase activity	Catalysis of the reaction: succinyl-CoA + lysine in peptide = CoA + N-succinyl-lysine-peptide.	N-succinyl-lysine-peptide							
GO:0050325	tauropine dehydrogenase activity	Catalysis of the reaction: H(2)O + NAD(+) + tauropine = H(+) + NADH + pyruvate + taurine.	H(2)O							
GO:0043884	CO-methylating acetyl-CoA synthase activity	Catalysis of the reaction: acetyl-CoA + corrinoid protein = CO + methylcorrinoid protein + CoA.	corrinoid protein							
GO:0043884	CO-methylating acetyl-CoA synthase activity	Catalysis of the reaction: acetyl-CoA + corrinoid protein = CO + methylcorrinoid protein + CoA.	methylcorrinoid protein							
GO:0043884	CO-methylating acetyl-CoA synthase activity	Catalysis of the reaction: acetyl-CoA + corrinoid protein = CO + methylcorrinoid protein + CoA.	corrinoid protein							
GO:0043884	CO-methylating acetyl-CoA synthase activity	Catalysis of the reaction: acetyl-CoA + corrinoid protein = CO + methylcorrinoid protein + CoA.	methylcorrinoid protein							
GO:0010284	lariciresinol reductase activity	Catalysis of the reaction: lariciresinol + NADPH + H+ = secoisolariciresinol + NADP+.	lariciresinol							
GO:0018716	1-phenanthrol glycosyltransferase activity	Catalysis of the reaction: 1-phenanthrol + glucose = 1-phenanthryl-beta-D-glucopyranoside + H2O.	1-phenanthryl-beta-D-glucopyranoside							
GO:0047399	glucose-1-phospho-D-mannosylglycoprotein phosphodiesterase activity	Catalysis of the reaction: H2O + 6-(D-glucose-1-phospho)-D-mannosylglycoprotein = D-mannosylglycoprotein + D-glucose-alpha-1-phosphate.	6-(D-glucose-1-phospho)-D-mannosylglycoprotein							
GO:0047399	glucose-1-phospho-D-mannosylglycoprotein phosphodiesterase activity	Catalysis of the reaction: H2O + 6-(D-glucose-1-phospho)-D-mannosylglycoprotein = D-mannosylglycoprotein + D-glucose-alpha-1-phosphate.	D-mannosylglycoprotein							
GO:0047399	glucose-1-phospho-D-mannosylglycoprotein phosphodiesterase activity	Catalysis of the reaction: H2O + 6-(D-glucose-1-phospho)-D-mannosylglycoprotein = D-mannosylglycoprotein + D-glucose-alpha-1-phosphate.	D-glucose-alpha-1-phosphate							
GO:0004386	helicase activity	Catalysis of the reaction: NTP + H2O = NDP + phosphate, to drive the unwinding of a DNA or RNA helix.	phosphate, to drive the unwinding of a DNA or RNA helix							
GO:0047432	2,2-dialkylglycine decarboxylase (pyruvate) activity	Catalysis of the reaction: 2,2-dialkylglycine + H(+) + pyruvate = L-alanine + CO(2) + dialkyl ketone.	CO(2)							
GO:0047421	N-acyl-D-glutamate deacylase activity	Catalysis of the reaction: N-acyl-D-glutamate + H(2)O = D-glutamate + a carboxylate.	N-acyl-D-glutamate							
GO:0047421	N-acyl-D-glutamate deacylase activity	Catalysis of the reaction: N-acyl-D-glutamate + H(2)O = D-glutamate + a carboxylate.	H(2)O							
GO:0047421	N-acyl-D-glutamate deacylase activity	Catalysis of the reaction: N-acyl-D-glutamate + H(2)O = D-glutamate + a carboxylate.	carboxylate	http://purl.obolibrary.org/obo/CHEBI_29067	carboxylic acid anion	newsyn	0.5			
GO:0047421	N-acyl-D-glutamate deacylase activity	Catalysis of the reaction: N-acyl-D-glutamate + H(2)O = D-glutamate + a carboxylate.	N-acyl-D-glutamate							
GO:0047421	N-acyl-D-glutamate deacylase activity	Catalysis of the reaction: N-acyl-D-glutamate + H(2)O = D-glutamate + a carboxylate.	H(2)O							
GO:0047421	N-acyl-D-glutamate deacylase activity	Catalysis of the reaction: N-acyl-D-glutamate + H(2)O = D-glutamate + a carboxylate.	carboxylate	http://purl.obolibrary.org/obo/CHEBI_29067	carboxylic acid anion	newsyn	0.5			
GO:0004328	formamidase activity	Catalysis of the reaction: formamide + H(2)O = formate + NH(4)(+).	H(2)O							
GO:0004328	formamidase activity	Catalysis of the reaction: formamide + H(2)O = formate + NH(4)(+).	NH(4)(+)							
GO:0050695	benzoylformate decarboxylase activity	Catalysis of the reaction: benzoylformate = benzaldehyde + CO2.	benzoylformate							
GO:0072541	peroxynitrite reductase activity	Catalysis of the reaction: 2 R-SH + ONOO- = R-SS-R + NO2- + H2O.	R-SH							
GO:0072541	peroxynitrite reductase activity	Catalysis of the reaction: 2 R-SH + ONOO- = R-SS-R + NO2- + H2O.	ONOO-							
GO:0072541	peroxynitrite reductase activity	Catalysis of the reaction: 2 R-SH + ONOO- = R-SS-R + NO2- + H2O.	R-SS-R							
GO:0072541	peroxynitrite reductase activity	Catalysis of the reaction: 2 R-SH + ONOO- = R-SS-R + NO2- + H2O.	NO2-							
GO:0052591	sn-glycerol-3-phosphate:ubiquinone-8 oxidoreductase activity	Catalysis of the reaction: sn-glycerol 3-phosphate + ubiquinone-8 = glycerone phosphate + ubiquinol-8.	glycerone phosphate							
GO:0034283	syn-stemod-13(17)-ene synthase activity	Catalysis of the reaction: 9-alpha-copalyl diphosphate = stemod-13(17)-ene + diphosphate.	9-alpha-copalyl diphosphate							
GO:0034283	syn-stemod-13(17)-ene synthase activity	Catalysis of the reaction: 9-alpha-copalyl diphosphate = stemod-13(17)-ene + diphosphate.	9-alpha-copalyl diphosphate							
GO:0003996	acyl-CoA ligase activity	Catalysis of the reaction: ATP + a long-chain carboxylic acid + CoA = AMP + diphosphate + an acyl-CoA; long-chain carboxylic acids have chain lengths of C13 to C22.	long-chain carboxylic acid							
GO:0003996	acyl-CoA ligase activity	Catalysis of the reaction: ATP + a long-chain carboxylic acid + CoA = AMP + diphosphate + an acyl-CoA; long-chain carboxylic acids have chain lengths of C13 to C22.	long-chain carboxylic acid							
GO:0003996	acyl-CoA ligase activity	Catalysis of the reaction: ATP + a long-chain carboxylic acid + CoA = AMP + diphosphate + an acyl-CoA; long-chain carboxylic acids have chain lengths of C13 to C22.	long-chain carboxylic acid							
GO:0003996	acyl-CoA ligase activity	Catalysis of the reaction: ATP + a long-chain carboxylic acid + CoA = AMP + diphosphate + an acyl-CoA; long-chain carboxylic acids have chain lengths of C13 to C22.	long-chain carboxylic acid							
GO:0003996	acyl-CoA ligase activity	Catalysis of the reaction: ATP + a long-chain carboxylic acid + CoA = AMP + diphosphate + an acyl-CoA; long-chain carboxylic acids have chain lengths of C13 to C22.	long-chain carboxylic acid							
GO:0003996	acyl-CoA ligase activity	Catalysis of the reaction: ATP + a long-chain carboxylic acid + CoA = AMP + diphosphate + an acyl-CoA; long-chain carboxylic acids have chain lengths of C13 to C22.	long-chain carboxylic acid							
GO:0003996	acyl-CoA ligase activity	Catalysis of the reaction: ATP + a long-chain carboxylic acid + CoA = AMP + diphosphate + an acyl-CoA; long-chain carboxylic acids have chain lengths of C13 to C22.	long-chain carboxylic acid							
GO:0003996	acyl-CoA ligase activity	Catalysis of the reaction: ATP + a long-chain carboxylic acid + CoA = AMP + diphosphate + an acyl-CoA; long-chain carboxylic acids have chain lengths of C13 to C22.	long-chain carboxylic acid							
GO:0003996	acyl-CoA ligase activity	Catalysis of the reaction: ATP + a long-chain carboxylic acid + CoA = AMP + diphosphate + an acyl-CoA; long-chain carboxylic acids have chain lengths of C13 to C22.	long-chain carboxylic acid							
GO:0003996	acyl-CoA ligase activity	Catalysis of the reaction: ATP + a long-chain carboxylic acid + CoA = AMP + diphosphate + an acyl-CoA; long-chain carboxylic acids have chain lengths of C13 to C22.	long-chain carboxylic acid							
GO:0003996	acyl-CoA ligase activity	Catalysis of the reaction: ATP + a long-chain carboxylic acid + CoA = AMP + diphosphate + an acyl-CoA; long-chain carboxylic acids have chain lengths of C13 to C22.	long-chain carboxylic acid							
GO:0003996	acyl-CoA ligase activity	Catalysis of the reaction: ATP + a long-chain carboxylic acid + CoA = AMP + diphosphate + an acyl-CoA; long-chain carboxylic acids have chain lengths of C13 to C22.	long-chain carboxylic acid							
GO:0000248	C-5 sterol desaturase activity	Catalysis of the reaction: 5,7,24(28)-ergostatrienol + O2 + NADPH = 5,7,22,24(28)-ergostatetraenol + 2 H2O + NADP+.	5,7,24(28)-ergostatrienol							
GO:0000248	C-5 sterol desaturase activity	Catalysis of the reaction: 5,7,24(28)-ergostatrienol + O2 + NADPH = 5,7,22,24(28)-ergostatetraenol + 2 H2O + NADP+.	5,7,22,24(28)-ergostatetraenol							
GO:0061609	fructose-1-phosphate aldolase activity	Catalysis of the reaction: D-fructose-1-phosphate = dihydroxyacetone phosphate + D-glyceraldehyde.	D-fructose-1-phosphate							
GO:0018610	dibenzofuran 4,4a-dioxygenase activity	Catalysis of the reaction: dibenzofuran + NADH + H+ + O2 = 2,2',3-trihydroxybiphenyl + NAD+.	2,2',3-trihydroxybiphenyl							
GO:0050023	L-fuconate dehydratase activity	Catalysis of the reaction: L-fuconate = 2-dehydro-3-deoxy-L-fuconate + H(2)O.	H(2)O							
GO:0003865	3-oxo-5-alpha-steroid 4-dehydrogenase activity	Catalysis of the reaction: a 3-oxo-5-alpha-steroid + acceptor = a 3-oxo-delta(4)-steroid + reduced acceptor.	3-oxo-5-alpha-steroid							
GO:0003865	3-oxo-5-alpha-steroid 4-dehydrogenase activity	Catalysis of the reaction: a 3-oxo-5-alpha-steroid + acceptor = a 3-oxo-delta(4)-steroid + reduced acceptor.	3-oxo-delta(4)-steroid							
GO:0003865	3-oxo-5-alpha-steroid 4-dehydrogenase activity	Catalysis of the reaction: a 3-oxo-5-alpha-steroid + acceptor = a 3-oxo-delta(4)-steroid + reduced acceptor.	reduced acceptor							
GO:0018531	(S)-6-hydroxynicotine oxidase activity	Catalysis of the reaction: (S)-6-hydroxynicotine + H(2)O + O(2) = 6-hydroxypseudooxynicotine + H(2)O(2).	H(2)O							
GO:0018531	(S)-6-hydroxynicotine oxidase activity	Catalysis of the reaction: (S)-6-hydroxynicotine + H(2)O + O(2) = 6-hydroxypseudooxynicotine + H(2)O(2).	O(2)							
GO:0018531	(S)-6-hydroxynicotine oxidase activity	Catalysis of the reaction: (S)-6-hydroxynicotine + H(2)O + O(2) = 6-hydroxypseudooxynicotine + H(2)O(2).	H(2)O(2)							
GO:0050442	3-propylmalate synthase activity	Catalysis of the reaction: glyoxylate + H(2)O + pentanoyl-CoA = 3-propylmalate + CoA + H(+).	H(2)O							
GO:0050442	3-propylmalate synthase activity	Catalysis of the reaction: glyoxylate + H(2)O + pentanoyl-CoA = 3-propylmalate + CoA + H(+).	H(2)O							
GO:0043530	adenosine 5'-monophosphoramidase activity	Catalysis of the reaction: adenosine 5'-monophosphoramidate = AMP + NH2. Other substrates include AMP-morpholidate, AMP-N-alanine methyl ester and AMP-alpha-acetyl lysine methyl ester.	adenosine 5'-monophosphoramidate							
GO:0043530	adenosine 5'-monophosphoramidase activity	Catalysis of the reaction: adenosine 5'-monophosphoramidate = AMP + NH2. Other substrates include AMP-morpholidate, AMP-N-alanine methyl ester and AMP-alpha-acetyl lysine methyl ester.	NH2							
GO:0043530	adenosine 5'-monophosphoramidase activity	Catalysis of the reaction: adenosine 5'-monophosphoramidate = AMP + NH2. Other substrates include AMP-morpholidate, AMP-N-alanine methyl ester and AMP-alpha-acetyl lysine methyl ester.	adenosine 5'-monophosphoramidate							
GO:0043530	adenosine 5'-monophosphoramidase activity	Catalysis of the reaction: adenosine 5'-monophosphoramidate = AMP + NH2. Other substrates include AMP-morpholidate, AMP-N-alanine methyl ester and AMP-alpha-acetyl lysine methyl ester.	NH2							
GO:0043530	adenosine 5'-monophosphoramidase activity	Catalysis of the reaction: adenosine 5'-monophosphoramidate = AMP + NH2. Other substrates include AMP-morpholidate, AMP-N-alanine methyl ester and AMP-alpha-acetyl lysine methyl ester.	adenosine 5'-monophosphoramidate							
GO:0043530	adenosine 5'-monophosphoramidase activity	Catalysis of the reaction: adenosine 5'-monophosphoramidate = AMP + NH2. Other substrates include AMP-morpholidate, AMP-N-alanine methyl ester and AMP-alpha-acetyl lysine methyl ester.	NH2							
GO:0004143	diacylglycerol kinase activity	Catalysis of the reaction: NTP + 1,2-diacylglycerol = NDP + 1,2-diacylglycerol-3-phosphate.	1,2-diacylglycerol	http://purl.obolibrary.org/obo/CHEBI_49172	1,2-diglyceride	newsyn	0.6666666666666666			
GO:0004143	diacylglycerol kinase activity	Catalysis of the reaction: NTP + 1,2-diacylglycerol = NDP + 1,2-diacylglycerol-3-phosphate.	1,2-diacylglycerol-3-phosphate							
GO:0050071	lysyltransferase activity	Catalysis of the reaction: L-lysyl-tRNA + phosphatidylglycerol = tRNA + 3-phosphatidyl-1'-(3'-O-L-lysyl)glycerol.	L-lysyl-tRNA							
GO:0004402	histone acetyltransferase activity	Catalysis of the reaction: acetyl-CoA + histone = CoA + acetyl-histone.	acetyl-histone							
GO:0004402	histone acetyltransferase activity	Catalysis of the reaction: acetyl-CoA + histone = CoA + acetyl-histone.	acetyl-histone							
GO:0030603	oxaloacetase activity	Catalysis of the reaction: H(2)O + oxaloacetate = acetate + H(+) + oxalate.	H(2)O							
GO:0004597	peptide-aspartate beta-dioxygenase activity	Catalysis of the reaction: peptide L-aspartate + 2-oxoglutarate + O2 = peptide 3-hydroxy-L-aspartate + succinate + CO2.	peptide L-aspartate							
GO:0004597	peptide-aspartate beta-dioxygenase activity	Catalysis of the reaction: peptide L-aspartate + 2-oxoglutarate + O2 = peptide 3-hydroxy-L-aspartate + succinate + CO2.	peptide 3-hydroxy-L-aspartate							
GO:0061920	protein propionyltransferase activity	Catalysis of the reaction: propionyl-CoA + lysine in peptide = CoA + N-propionyl-lysine-peptide.	lysine in peptide							
GO:0061920	protein propionyltransferase activity	Catalysis of the reaction: propionyl-CoA + lysine in peptide = CoA + N-propionyl-lysine-peptide.	N-propionyl-lysine-peptide							
GO:0061920	protein propionyltransferase activity	Catalysis of the reaction: propionyl-CoA + lysine in peptide = CoA + N-propionyl-lysine-peptide.	lysine in peptide							
GO:0061920	protein propionyltransferase activity	Catalysis of the reaction: propionyl-CoA + lysine in peptide = CoA + N-propionyl-lysine-peptide.	N-propionyl-lysine-peptide							
GO:0033989	3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA hydratase activity	Catalysis of the reaction: (24R,25R)-3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA = (24E)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA + H2O.	(24R,25R)-3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA							
GO:0033989	3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA hydratase activity	Catalysis of the reaction: (24R,25R)-3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA = (24E)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA + H2O.	(24E)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA							
GO:0019112	phenanthrol glycosyltransferase activity	Catalysis of the reaction: phenanthrol + glucose = phenanthryl-beta-D-glucopyranoside + H2O.	phenanthryl-beta-D-glucopyranoside							
GO:0017061	S-methyl-5-thioadenosine phosphorylase activity	Catalysis of the reaction: 5'-methylthioadenosine + phosphate = adenine + 5-methylthio-D-ribose 1-phosphate.	5'-methylthioadenosine							
GO:0017061	S-methyl-5-thioadenosine phosphorylase activity	Catalysis of the reaction: 5'-methylthioadenosine + phosphate = adenine + 5-methylthio-D-ribose 1-phosphate.	5-methylthio-D-ribose 1-phosphate							
GO:0008470	isovaleryl-CoA dehydrogenase activity	Catalysis of the reaction: 3-methylbutanoyl-CoA + ETF = 3-methylbut-2-enoyl-CoA + reduced ETF.	ETF							
GO:0008470	isovaleryl-CoA dehydrogenase activity	Catalysis of the reaction: 3-methylbutanoyl-CoA + ETF = 3-methylbut-2-enoyl-CoA + reduced ETF.	reduced ETF							
GO:0004345	glucose-6-phosphate dehydrogenase activity	Catalysis of the reaction: D-glucose 6-phosphate + NADP+ = D-glucono-1,5-lactone 6-phosphate + NADPH + H+.	D-glucono-1,5-lactone 6-phosphate							
GO:0033969	gamma-glutamyl-gamma-aminobutyrate hydrolase activity	Catalysis of the reaction: 4-(L-gamma-glutamylamino)butanoate + H(2)O = 4-aminobutanoate + L-glutamate.	H(2)O							
GO:0033969	gamma-glutamyl-gamma-aminobutyrate hydrolase activity	Catalysis of the reaction: 4-(L-gamma-glutamylamino)butanoate + H(2)O = 4-aminobutanoate + L-glutamate.	H(2)O							
GO:0033969	gamma-glutamyl-gamma-aminobutyrate hydrolase activity	Catalysis of the reaction: 4-(L-gamma-glutamylamino)butanoate + H(2)O = 4-aminobutanoate + L-glutamate.	H(2)O							
GO:0033969	gamma-glutamyl-gamma-aminobutyrate hydrolase activity	Catalysis of the reaction: 4-(L-gamma-glutamylamino)butanoate + H(2)O = 4-aminobutanoate + L-glutamate.	H(2)O							
GO:0034837	2-mercaptobenzothiazole-cis-6,7-dihydrodiol dehydrogenase activity	Catalysis of the reaction: 2-mercaptobenzothiazole-cis-6,7-dihydrodiol = 6,7-dihydroxy-2-mercaptobenzothiazole + 2 H+ + 2 e-.	2-mercaptobenzothiazole-cis-6,7-dihydrodiol							
GO:0034837	2-mercaptobenzothiazole-cis-6,7-dihydrodiol dehydrogenase activity	Catalysis of the reaction: 2-mercaptobenzothiazole-cis-6,7-dihydrodiol = 6,7-dihydroxy-2-mercaptobenzothiazole + 2 H+ + 2 e-.	6,7-dihydroxy-2-mercaptobenzothiazole							
GO:0034558	technetium (VII) reductase activity	Catalysis of the reaction: pertechnetate ion + 3/2 H2 = technetium (IV) oxide + H2O + OH-.	pertechnetate ion							
